Mission_Name,Launch_Date_Normalized,Launch_Year,Decade,Country_Group,Country,Agency,Launch_Vehicle,Rocket_Family,Launch_Site,Launch_Complex,Mission_Type,Orbit_Class,Satellite_Mass_kg,Mission_Outcome,Spacecraft_Status,Estimated_Cost_USD_M,Fuel_Type,Operational_Life_Years,Notes,Launch_ID,Data_Source,Dataset_Source
JIKIKEN (EXOS-B),1978-09-16,1978.0,1970s,Japan,Japan,ISAS,Mu-3H,Mu-3H,Uchinoura,,Other,HEO/Elliptical,93.0,Success,Decommissioned,17.5,Solid,7.0,Plasma wave and particle experiments in magnetosphere,,,ENRICHED
Hakucho (CORSA-b),1979-02-21,1979.0,1970s,Japan,Japan,ISAS,Mu-3C,Mu-3C,Uchinoura,,Other,HEO/Elliptical,96.0,Success,Decommissioned,17.5,Solid,7.0,Japan's first X-ray astronomy satellite; discovered X-ray bursters,,,ENRICHED
Hinotori (ASTRO-A),1981-02-21,1981.0,1980s,Japan,Japan,ISAS,Mu-3S,Mu-3S,Uchinoura,,Other,LEO,188.0,Success,Decommissioned,60.0,Solid,7.0,Studied solar X-ray flares during solar maximum; confirmed Solar Maximum,,,ENRICHED
ETS-III (Kiku-3),1982-09-03,1982.0,1980s,Japan,Japan,NASDA,N-2,N-2,Tanegashima,,Technology/Test,LEO,385.0,Success,Decommissioned,60.0,,3.0,Engineering test; new bus technologies; three-axis stabilization,,,ENRICHED
Tenma (ASTRO-B),1983-02-20,1983.0,1980s,Japan,Japan,ISAS,Mu-3S,Mu-3S,Uchinoura,,Other,HEO/Elliptical,217.0,Success,Decommissioned,60.0,Solid,7.0,Second X-ray astronomy satellite; discovered high-temperature plasma in galaxy clusters,,,ENRICHED
Ohzora (EXOS-C),1984-02-14,1984.0,1980s,Japan,Japan,ISAS,Mu-3S,Mu-3S,Uchinoura,,Science/Astrophysics,HEO/Elliptical,216.0,Success,Decommissioned,60.0,Solid,7.0,Comprehensive ionosphere measurement satellite,,,ENRICHED
Himawari 3 (GMS-3),1984-08-02,1984.0,1980s,Japan,Japan,NASDA,Delta 3914,Delta,Cape Canaveral,,Weather/Meteorology,GEO,303.0,Success,Decommissioned,60.0,Solid,10.0,Third Japanese geostationary weather satellite; improved resolution,,,ENRICHED
Sakigake,1985-01-07,1985.0,1980s,Japan,Japan,ISAS,Mu-3SII,Mu-3SII,Uchinoura,,Other,Heliocentric,138.0,Success,Decommissioned,60.0,Solid,7.0,Japan's first deep space mission; Comet Halley flyby precursor; tested solar wind measurement,,,ENRICHED
Suisei (Planet-A),1985-08-18,1985.0,1980s,Japan,Japan,ISAS,Mu-3SII,Mu-3SII,Uchinoura,,Other,Heliocentric,140.0,Success,Decommissioned,60.0,Solid,7.0,Imaged Comet Halley's hydrogen corona; one of 5 Halley armada probes,,,ENRICHED
H-I First Launch (EFT),1986-08-13,1986.0,1980s,Japan,Japan,NASDA,H-I,H-I,Tanegashima,,Technology/Test,GTO,1100.0,Success,Decommissioned,175.0,,3.0,First flight of Japan's H-I rocket; ETS-V engineering test satellite,,,ENRICHED
Ginga (ASTRO-C),1987-02-05,1987.0,1980s,Japan,Japan,ISAS,Mu-3SII,Mu-3SII,Uchinoura,,Other,LEO,420.0,Success,Decommissioned,60.0,Solid,7.0,Observed Supernova 1987A; most detailed X-ray study of stellar explosions at that time,,,ENRICHED
Yohkoh (SOLAR-A),1991-08-30,1991.0,1990s,Japan,Japan,ISAS,Mu-3S II,Mu-3S,Uchinoura,,Other,LEO,390.0,Success,Decommissioned,60.0,Solid,7.0,Observed Sun in X-rays; revealed coronal magnetic field reconnection during flares,,,ENRICHED
Geotail,1992-07-24,1992.0,1990s,Japan,Japan,ISAS,Delta II,Delta,Cape Canaveral (US),,Other,HEO/Elliptical,1010.0,Success,Decommissioned,175.0,Solid,7.0,Joint ISAS-NASA; studied Earth's magnetic tail; still operational 30+ years later,,,ENRICHED
H-II First Launch (OREX),1994-02-03,1994.0,1990s,Japan,Japan,NASDA,H-II,H-II,Tanegashima,,Technology/Test,LEO,865.0,Success,Other,175.0,Solid,3.0,First H-II; carried OREX reentry experiment; LDREX deployment failed,,,ENRICHED
ADEOS (Midori),1996-08-17,1996.0,1990s,Japan,Japan,NASDA,H-II,H-II,Tanegashima,,Earth Observation,SSO,3560.0,Success,Other,325.0,Solid,8.0,Advanced Earth Observing Satellite; failed after 9 months due to solar panel failure,,,ENRICHED
HALCA (MUSES-B),1997-02-12,1997.0,1990s,Japan,Japan,ISAS,M-V,M-V,Uchinoura,,Other,HEO/Elliptical,830.0,Success,Decommissioned,175.0,Solid,7.0,World's first space-based radio telescope for Very Long Baseline Interferometry,,,ENRICHED
TRMM,1997-11-27,1997.0,1990s,Japan,Japan,NASDA,H-II,H-II,Tanegashima,,Weather/Meteorology,LEO,3620.0,Success,Decommissioned,325.0,Solid,10.0,Joint NASA-NASDA Tropical Rainfall Measuring Mission; 17-year successful operation,,,ENRICHED
Nozomi (PLANET-B),1998-07-03,1998.0,1990s,Japan,Japan,ISAS,M-V,M-V,Uchinoura,,Planetary Science,Mars/Interplanetary,537.0,Failure,Lost/Failed,175.0,Solid,10.0,Japan's first Mars probe; orbit injection failed; flew by Mars without entering orbit,,,ENRICHED
H-II 5 Failure,1999-11-15,1999.0,1990s,Japan,Japan,NASDA,H-II,H-II,Tanegashima,,Technology/Test,Other,,Failure,Lost/Failed,17.5,Solid,3.0,H-II 8th flight; second stage engine failure; program abandoned,,,ENRICHED
HAYABUSA (MUSES-C),2003-05-09,2003.0,2000s,Japan,Japan,JAXA,M-V,M-V,Uchinoura,,Planetary Science,Heliocentric,510.0,Success,Other,175.0,Solid,7.0,First mission to land on asteroid and return samples; brought back Itokawa samples in 2010 despite multiple failures,,,ENRICHED
Hayabusa,2003-05-09,2003.0,2000s,Japan,JPN,JAXA,M-V,M-V,Kagoshima,Kagoshima,Planetary Science,Heliocentric,,Success,,,,,First asteroid sample return mission,JPN-2003,International Space Agencies Database,CLEANED_COMPLETE
ALOS (Daichi),2006-01-24,2006.0,2000s,Japan,Japan,JAXA,H-IIA,H-IIA,Tanegashima,,Earth Observation,SSO,4000.0,Success,Decommissioned,200.0,Liquid,5.0,Advanced Land Observing Satellite; disaster monitoring; detailed Japan terrain mapping,,,ENRICHED
Akari (ASTRO-F),2006-02-22,2006.0,2000s,Japan,Japan,JAXA,M-V,M-V,Uchinoura,,Other,SSO,952.0,Success,Decommissioned,175.0,Solid,7.0,All-sky infrared survey; catalogued 1.3 million sources; studied dust in galaxies,,,ENRICHED
SOLAR-B (Hinode),2006-09-22,2006.0,2000s,Japan,Japan,JAXA,M-V,M-V,Uchinoura,,Other,SSO,900.0,Success,Decommissioned,175.0,Solid,7.0,Studies Sun's magnetic field; X-ray telescope,,,ENRICHED
SELENE (Kaguya),2007-09-14,2007.0,2000s,Japan,Japan,JAXA,H-IIA,H-IIA,Tanegashima,,Lunar Exploration,Lunar,2885.0,Success,Decommissioned,55.0,Liquid,1.667,Japan's major lunar orbiter; HD video of Moon surface; gravity mapping,,,ENRICHED
Kibo Module (ISS contribution),2008-03-11,2008.0,2000s,Japan,Japan,JAXA,Space Shuttle Endeavour,Space,Kennedy Space Center,,Other,Other,14800.0,Success,Decommissioned,950.0,Solid,7.0,Japan's contribution to ISS; largest module; includes exposed external platform,,,ENRICHED
IBUKI (GOSAT),2009-01-23,2009.0,2000s,Japan,Japan,JAXA,H-IIA,H-IIA,Tanegashima,,Earth Observation,SSO,1750.0,Success,Decommissioned,175.0,Solid,8.0,Greenhouse gas observation satellite; global CO2 and methane monitoring,,,ENRICHED
HTV-1 (Kounotori),2009-09-10,2009.0,2000s,Japan,Japan,JAXA,H-IIB,H-IIB,Tanegashima,,Other,LEO,16500.0,Success,Decommissioned,950.0,Solid,7.0,Japan's first ISS cargo spacecraft; 6 tonnes of supplies,,,ENRICHED
Akatsuki (PLANET-C),2010-05-20,2010.0,2010s,Japan,Japan,JAXA,H-IIA,H-IIA,Tanegashima,,Planetary Science,Mars/Interplanetary,480.0,Success,Decommissioned,65.0,Liquid,9.0,Venus Climate Orbiter; failed initial orbit insertion; re-attempted 5 years later in 2015; success,,,ENRICHED
IKAROS,2010-05-20,2010.0,2010s,Japan,Japan,JAXA,H-IIA,H-IIA,Tanegashima,,Technology/Test,Heliocentric,310.0,Success,Active,16.0,Liquid,1.0,World's first successful interplanetary solar sail; demonstrated photon propulsion,,,ENRICHED
Akatsuki,2010-05-20,2010.0,2010s,Japan,JPN,JAXA,H-IIA,H-IIA,Tanegashima,Tanegashima,Planetary Science,Mars/Interplanetary,,Success,,,,,Venus climate orbiter,JPN-2010,International Space Agencies Database,CLEANED_COMPLETE
Michibiki QZS-1,2010-09-11,2010.0,2010s,Japan,Japan,JAXA,H-IIA,H-IIA,Tanegashima,,Navigation,Other,4000.0,Success,Active,740.0,Liquid,11.0,First Quasi-Zenith Satellite; GPS augmentation for Asia-Pacific; high accuracy positioning,,,ENRICHED
ALOS-2 (Daichi-2),2014-05-24,2014.0,2010s,Japan,Japan,JAXA,H-IIA,H-IIA,Tanegashima,,Earth Observation,SSO,2117.0,Success,Active,350.0,Liquid,10.0,Advanced SAR satellite; 1-3m resolution; disaster response and mapping,,,ENRICHED
Himawari 8,2014-10-07,2014.0,2010s,Japan,Japan,JAXA,H-IIA,H-IIA,Tanegashima,,Weather/Meteorology,GEO,3500.0,Success,Active,500.0,Liquid,,New generation geostationary weather satellite; 10-min full disk images; 16 bands,,,ENRICHED
Hayabusa 2,2014-12-03,2014.0,2010s,Japan,Japan,JAXA,H-IIA,H-IIA,Tanegashima,,Planetary Science,Heliocentric,590.0,Success,Active,310.0,Ion/Electric,7.0,Sampled asteroid Ryugu; returned 5.4g sample in Dec 2020; most complex sample return,,,ENRICHED
Hitomi (ASTRO-H),2016-02-17,2016.0,2010s,Japan,Japan,JAXA,H-IIA,H-IIA,Tanegashima,,Other,LEO,2700.0,Failure,Lost/Failed,325.0,Solid,7.0,Lost due to software error 6 weeks after launch; made only 1 scientific observation,,,ENRICHED
Himawari 9,2016-11-02,2016.0,2010s,Japan,Japan,JAXA,H-IIA,H-IIA,Tanegashima,,Weather/Meteorology,GEO,3500.0,Success,Decommissioned,325.0,Solid,10.0,Backup to Himawari-8; upgraded instrument suite; typhoon tracking,,,ENRICHED
Michibiki QZS-2,2017-06-01,2017.0,2010s,Japan,Japan,JAXA,H-IIA,H-IIA,Tanegashima,,Navigation,Other,4000.0,Success,Decommissioned,325.0,Solid,12.0,Second QZSS satellite; expanded regional coverage and accuracy,,,ENRICHED
Michibiki QZS-3 (GEO),2017-08-19,2017.0,2010s,Japan,Japan,JAXA,H-IIA,H-IIA,Tanegashima,,Navigation,GEO,4700.0,Success,Decommissioned,950.0,Solid,12.0,Geostationary QZSS satellite; provides 24-hour coverage over Japan,,,ENRICHED
Michibiki QZS-4,2017-10-09,2017.0,2010s,Japan,Japan,JAXA,H-IIA,H-IIA,Tanegashima,,Navigation,Other,4000.0,Success,Decommissioned,325.0,Solid,12.0,Completed initial 4-satellite QZSS constellation; 4-satellite coverage achieved,,,ENRICHED
GOSAT-2,2018-10-29,2018.0,2010s,Japan,Japan,JAXA,H-IIA,H-IIA,Tanegashima,,Earth Observation,SSO,1750.0,Success,Decommissioned,175.0,Solid,8.0,Enhanced greenhouse gas monitoring; 3x better precision than GOSAT-1,,,ENRICHED
ALOS-3 (Daichi-3),2023-02-17,2023.0,2020s,Japan,Japan,JAXA,H3 TF1,H3,Tanegashima,,Earth Observation,SSO,2800.0,Failure,Lost/Failed,325.0,Solid,8.0,Lost when H3 TF1 (first flight) failed; 70cm optical resolution imagery planned,,,ENRICHED
H3 Rocket Test Flight 1,2023-03-07,2023.0,2020s,Japan,Japan,JAXA,H3,H3,Tanegashima,,Technology/Test,Unknown,,Failure,Lost/Failed,17.5,Solid,3.0,Second stage engine failed to ignite; mission destroyed; Japan's new heavy rocket,,,ENRICHED
ASTRO-H Follow-on (XRISM),2023-09-07,2023.0,2020s,Japan,Japan,JAXA,H-IIA,H-IIA,Tanegashima,,Other,LEO,1200.0,Success,Active,175.0,Solid,7.0,X-ray Imaging and Spectroscopy Mission; successor to Hitomi; studying hot plasma,,,ENRICHED
SLIM (Smart Lander for Investigating Moon),2023-09-07,2023.0,2020s,Japan,Japan,JAXA,H-IIA,H-IIA,Tanegashima,,Lunar Exploration,Lunar,730.0,Success,Active,,Liquid,,First Japanese Moon landing Jan 2024; landed within 100m of target; landed sideways but functional,,,ENRICHED
H3 Flight 2 (ALOS-3),2024-02-17,2024.0,2020s,Japan,Japan,JAXA,H3,H3,Tanegashima,,Earth Observation,SSO,2800.0,Success,Other,325.0,Solid,8.0,H3 second flight achieved orbit; demonstrated rocket success but ALOS-3 failed,,,ENRICHED
EarthCARE (ESA/JAXA),2024-05-28,2024.0,2020s,Japan,Japan,JAXA,H-IIA,H-IIA,Tanegashima,,Earth Observation,SSO,2300.0,Success,Active,325.0,Solid,8.0,Joint ESA-JAXA cloud and aerosol profiling satellite; studies climate processes,,,ENRICHED
ALOS-4 (Daichi-4),2024-07-01,2024.0,2020s,Japan,Japan,JAXA,H3,H3,Tanegashima,,Earth Observation,SSO,3000.0,Success,Active,325.0,Solid,8.0,Successor to ALOS-2; high-resolution SAR for disaster monitoring,,,ENRICHED
MMX (Martian Moon eXploration),2026 (planned),2026.0,2020s,Japan,Japan,JAXA,H-3,H-3,Tanegashima,,Other,Other,,Active/Planned,Other,325.0,,7.0,Will land on Phobos and return samples; launch planned 2026; will determine Phobos origin,,,ENRICHED
