Mission_Name,Launch_Date_Normalized,Launch_Year,Decade,Country_Group,Country,Agency,Launch_Vehicle,Rocket_Family,Launch_Site,Launch_Complex,Mission_Type,Orbit_Class,Satellite_Mass_kg,Mission_Outcome,Spacecraft_Status,Estimated_Cost_USD_M,Fuel_Type,Operational_Life_Years,Notes,Launch_ID,Data_Source,Dataset_Source
Giotto,1985-07-02,1985.0,1980s,Europe_ESA,Europe (ESA),ESA,Ariane 1,Ariane,Kourou,,Other,Heliocentric,950.0,Success,Decommissioned,179.0,Liquid,8.0,Flew within 596 km of Comet Halley nucleus; captured first comet nucleus images,,,ENRICHED
SPOT 1,1986-02-22,1986.0,1980s,Europe_ESA,Europe (France/ESA),CNES,Ariane 1,Ariane,Kourou,,Earth Observation,SSO,1700.0,Success,Decommissioned,175.0,Liquid,8.0,First European commercial Earth observation satellite; 10m resolution,,,ENRICHED
Hipparcos,1989-08-08,1989.0,1980s,Europe_ESA,Europe (ESA),ESA,Ariane 4,Ariane,Kourou,,Other,Other,1140.0,Success,Other,175.0,Liquid,7.0,Computer error left satellite in wrong orbit; still measured positions of 120,,,ENRICHED
Hubble (ESA contribution),1990-04-24,1990.0,1990s,Europe_ESA,Europe (ESA),ESA,Space Shuttle Discovery,Space,Kennedy Space Center,,Other,LEO,11110.0,Success,Active,1750.0,Solid,35.0,ESA provided 15% funding and solar arrays; receives 15% of observation time,,,ENRICHED
Ulysses,1990-10-06,1990.0,1990s,Europe_ESA,Europe (ESA),ESA,Space Shuttle + IUS,Space,Kennedy Space Center,,Other,Polar,370.0,Success,Decommissioned,750.0,Solid,18.6,Only spacecraft to study Sun's poles; joint ESA/NASA; operated 18.5 years,,,ENRICHED
ERS-1 (Earth Resources Satellite),1991-07-17,1991.0,1990s,Europe_ESA,Europe (ESA),ESA,Ariane 4,Ariane,Kourou,,Earth Observation,SSO,2384.0,Success,Decommissioned,325.0,Liquid,8.0,First ESA SAR satellite; ice sheet,,,ENRICHED
ERS-2,1995-04-21,1995.0,1990s,Europe_ESA,Europe (ESA),ESA,Ariane 4,Ariane,Kourou,,Earth Observation,SSO,2516.0,Success,Decommissioned,325.0,Liquid,8.0,Tandem with ERS-1 for radar interferometry; studied ice,,,ENRICHED
ISO (Infrared Space Observatory),1995-11-17,1995.0,1990s,Europe_ESA,Europe (ESA),ESA,Ariane 4,Ariane,Kourou,,Other,HEO/Elliptical,2498.0,Success,Decommissioned,325.0,Liquid,7.0,First infrared space observatory; discovered water in solar system objects; operated 2.5 years,,,ENRICHED
SOHO (Solar and Heliospheric Observatory),1995-12-02,1995.0,1990s,Europe_ESA,Europe (ESA),ESA,Atlas IIAS,Atlas,Cape Canaveral,,Other,Other,1850.0,Success,Active,1000.0,Solid,30.0,Joint ESA/NASA solar observatory; continuous Sun monitoring since 1995; discovered 4000+ comets,,,ENRICHED
SAX (BeppoSAX),1996-04-30,1996.0,1990s,Europe_ESA,Europe (Italy),ASI,Atlas I,Atlas,Cape Canaveral,,Other,LEO,1400.0,Success,Decommissioned,175.0,Liquid,7.0,Identified gamma-ray burst sources; revolutionized high-energy astrophysics,,,ENRICHED
Envisat,2002-03-01,2002.0,2000s,Europe_ESA,Europe (ESA),ESA,Ariane 5,Ariane,Kourou,,Earth Observation,SSO,8211.0,Success,Other,950.0,Solid,8.0,Largest Earth observation satellite; sudden failure 2012; 10 years operation,,,ENRICHED
SPOT 5,2002-05-04,2002.0,2000s,Europe_ESA,Europe (France),CNES,Ariane 4,Ariane,Kourou,,Earth Observation,SSO,3032.0,Success,Decommissioned,325.0,Liquid,8.0,2.5m resolution imagery; commercial mapping and intelligence,,,ENRICHED
DMC (Disaster Monitoring Constellation),2002-2015,2002.0,2000s,Europe_ESA,Europe (UK),SSTL,Various,Various,Various,,Earth Observation,SSO,,Success,Decommissioned,17.5,,8.0,UK-led international disaster monitoring constellation; 32m resolution; rapid revisit,,,ENRICHED
Mars Express,2003-06-02,2003.0,2000s,Europe_ESA,Europe (ESA),ESA,Soyuz-FG/Fregat,Soyuz-FG/Fregat,Baikonur,,Planetary Science,Mars/Interplanetary,1122.0,Success,Active,300.0,Liquid,21.0,Orbiting Mars since 2003; discovered subsurface water ice; longest ESA planetary mission,,,ENRICHED
Beagle 2 (on Mars Express),2003-06-02,2003.0,2000s,Europe_ESA,Europe (ESA),ESA,Soyuz-FG,Soyuz-FG,Baikonur,,Planetary Science,Mars/Interplanetary,69.0,Failure,Lost/Failed,17.5,Liquid,7.0,British Mars lander; failed to fully deploy solar panels after landing; found by MRO in 2015,,,ENRICHED
Rosetta,2004-03-02,2004.0,2000s,Europe_ESA,Europe (ESA),ESA,Ariane 5,Ariane,Kourou,,Other,Heliocentric,2900.0,Success,Decommissioned,1400.0,Liquid,12.0,First mission to orbit a comet; Philae lander made first comet landing; 10-year journey,,,ENRICHED
TopSat,2005-10-27,2005.0,2000s,Europe_ESA,Europe (UK),SSTL/ESA,Kosmos-3M,Kosmos-3M,Plesetsk,,Earth Observation,SSO,120.0,Success,Decommissioned,60.0,,8.0,UK compact very high resolution (2.8m) satellite; technology demonstration,,,ENRICHED
Venus Express,2005-11-09,2005.0,2000s,Europe_ESA,Europe (ESA),ESA,Soyuz-FG,Soyuz-FG,Baikonur,,Planetary Science,Mars/Interplanetary,1270.0,Success,Decommissioned,220.0,Liquid,8.0,First Venus orbiter; studied atmosphere,,,ENRICHED
Corot,2006-12-27,2006.0,2000s,Europe_ESA,Europe (ESA),ESA,Soyuz-2.1b,Soyuz-2.1b,Baikonur,,Other,Polar,630.0,Success,Decommissioned,175.0,Liquid,7.0,First space telescope to find rocky exoplanets; discovered 600+ planet candidates,,,ENRICHED
COSMO-SkyMed 1,2007-06-07,2007.0,2000s,Europe_ESA,Europe (Italy),ASI,Delta 7420,Delta,Vandenberg AFB,,Earth Observation,SSO,1800.0,Success,Decommissioned,175.0,Solid,8.0,Italian military/civilian radar satellite; 1m resolution; all-weather day/night,,,ENRICHED
TerraSAR-X,2007-06-15,2007.0,2000s,Europe_ESA,Europe (Germany),DLR,Dnepr,Dnepr,Baikonur,,Earth Observation,SSO,1230.0,Success,Decommissioned,175.0,Liquid,8.0,1m radar imaging satellite; extremely precise land change detection,,,ENRICHED
Columbus Laboratory (ISS),2008-02-07,2008.0,2000s,Europe_ESA,Europe (ESA),ESA,Space Shuttle Atlantis,Space,Kennedy Space Center,,Other,Other,12800.0,Success,Decommissioned,950.0,Solid,7.0,Europe's permanent laboratory on ISS; launched by NASA; 16+ years operation,,,ENRICHED
ATV-1 Jules Verne,2008-03-09,2008.0,2000s,Europe_ESA,Europe (ESA),ESA,Ariane 5,Ariane,Kourou,,Other,LEO,19360.0,Success,Decommissioned,1800.0,Liquid,0.333,First European ISS cargo vehicle; 7,,,ENRICHED
GOCE,2009-03-17,2009.0,2000s,Europe_ESA,Europe (ESA),ESA,Rockot,Rockot,Plesetsk,,Other,Other,1077.0,Success,Decommissioned,175.0,Liquid,7.0,Measured Earth gravity with unprecedented precision; discovered ocean circulation patterns,,,ENRICHED
Herschel Space Observatory,2009-05-14,2009.0,2000s,Europe_ESA,Europe (ESA),ESA,Ariane 5,Ariane,Kourou,,Other,Other,3400.0,Success,Decommissioned,1400.0,Liquid,3.7,Largest infrared telescope; studied star formation and galaxy evolution; 3-year life,,,ENRICHED
Planck,2009-05-14,2009.0,2000s,Europe_ESA,Europe (ESA),ESA,Ariane 5,Ariane,Kourou,,Other,Other,1950.0,Success,Decommissioned,700.0,Liquid,4.5,Mapped Cosmic Microwave Background; most precise CMB map; confirmed Big Bang model,,,ENRICHED
Cryosat-2,2010-04-08,2010.0,2010s,Europe_ESA,Europe (ESA),ESA,Rockot,Rockot,Plesetsk,,Other,Polar,720.0,Success,Active,140.0,Liquid,15.0,Measuring Arctic and Antarctic ice thickness changes; still operational,,,ENRICHED
TanDEM-X,2010-06-21,2010.0,2010s,Europe_ESA,Europe (Germany),DLR,Dnepr,Dnepr,Baikonur,,Other,SSO,1350.0,Success,Decommissioned,175.0,Liquid,7.0,Formation flying with TerraSAR-X; created most accurate global 3D terrain map,,,ENRICHED
Pléiades 1A,2011-12-17,2011.0,2010s,Europe_ESA,Europe (France),CNES,Soyuz,Soyuz,Kourou,,Earth Observation,SSO,970.0,Success,Decommissioned,175.0,Liquid,8.0,Very high resolution (50cm) optical satellite for defense and commercial use,,,ENRICHED
Gaia,2013-12-19,2013.0,2010s,Europe_ESA,Europe (ESA),ESA,Soyuz-STB,Soyuz-STB,Kourou,,Other,Other,2030.0,Success,Active,740.0,Liquid,11.0,Mapping billion stars with parallax; created most detailed 3D Milky Way map; still operational,,,ENRICHED
Sentinel 1A,2014-04-03,2014.0,2010s,Europe_ESA,Europe (ESA),ESA,Soyuz-STA,Soyuz-STA,Kourou,,Earth Observation,SSO,2300.0,Success,Active,400.0,Liquid,10.0,C-band SAR for land,,,ENRICHED
Sentinel 2A,2015-06-23,2015.0,2010s,Europe_ESA,Europe (ESA),ESA,Vega,Vega,Kourou,,Earth Observation,SSO,1140.0,Success,Active,290.0,Solid,10.0,High-res multispectral imaging; agricultural monitoring and land management,,,ENRICHED
Lisa Pathfinder,2015-12-03,2015.0,2010s,Europe_ESA,Europe (ESA),ESA,Vega,Vega,Kourou,,Technology/Test,Other,1910.0,Success,Decommissioned,175.0,Solid,3.0,Demonstrated technology for detecting gravitational waves from space; paved way for LISA,,,ENRICHED
Sentinel 3A,2016-02-16,2016.0,2010s,Europe_ESA,Europe (ESA),ESA,Rockot,Rockot,Plesetsk,,Earth Observation,SSO,1250.0,Success,Decommissioned,175.0,Liquid,8.0,Ocean color,,,ENRICHED
ExoMars TGO,2016-03-14,2016.0,2010s,Europe_ESA,Europe (ESA),ESA,Proton-M,Proton-M,Baikonur,,Planetary Science,Mars/Interplanetary,4332.0,Success,Active,1300.0,Liquid,8.0,Trace Gas Orbiter; detected methane variations and water vapor in Mars atmosphere,,,ENRICHED
Schiaparelli (EDM),2016-03-14,2016.0,2010s,Europe_ESA,Europe (ESA),ESA,Proton-M,Proton-M,Baikonur,,Planetary Science,Mars/Interplanetary,577.0,Failure,Lost/Failed,175.0,Liquid,3.0,Crashed on Mars due to IMU saturation error; on-board computers crashed 1 minute before landing,,,ENRICHED
BepiColombo,2018-10-20,2018.0,2010s,Europe_ESA,Europe (ESA),ESA,Ariane 5,Ariane,Kourou,,Other,Other,4215.0,Active/Planned,Active,1650.0,Ion/Electric,7.0,Joint ESA-JAXA Mercury mission; 2 orbiters; arrived Mercury 2025; will orbit Dec 2025,,,ENRICHED
CHEOPS,2019-12-18,2019.0,2010s,Europe_ESA,Europe (ESA),ESA,Soyuz-Fregat,Soyuz-Fregat,Kourou,,Other,LEO,280.0,Success,Decommissioned,60.0,Liquid,7.0,Characterizes known exoplanet sizes with unprecedented precision; small mission,,,ENRICHED
Solar Orbiter,2020-02-10,2020.0,2020s,Europe_ESA,Europe (ESA),ESA,Atlas V,Atlas,Cape Canaveral,,Other,HEO/Elliptical,1800.0,Success,Active,1500.0,Solid,7.0,Closest-ever images of Sun; first images of solar poles; joint ESA-NASA,,,ENRICHED
Sentinel 6A (Michael Freilich),2020-11-21,2020.0,2020s,Europe_ESA,Europe (ESA),ESA,Falcon 9,Falcon,Vandenberg AFB,,Other,LEO,1192.0,Success,Active,175.0,Liquid,7.0,Continues 30-year sea level measurement record; mm-precision altimetry,,,ENRICHED
Pléiades Neo 3,2021-04-28,2021.0,2020s,Europe_ESA,Europe (France),CNES,Vega,Vega,Kourou,,Earth Observation,SSO,920.0,Success,Active,175.0,Solid,8.0,30cm resolution commercial satellite; best European commercial optical,,,ENRICHED
James Webb Space Telescope (contribution),2021-12-25,2021.0,2020s,Europe_ESA,Europe (ESA),ESA,Ariane 5,Ariane,Kourou,,Other,Other,6200.0,Success,Active,10000.0,Liquid,20.0,ESA contributed Ariane 5 launch and instruments; 15% observation time,,,ENRICHED
JUICE (Jupiter Icy Moons Explorer),2023-04-14,2023.0,2020s,Europe_ESA,Europe (ESA),ESA,Ariane 5,Ariane,Kourou,,Lunar Exploration,Heliocentric,5963.0,Success,Active,1600.0,Liquid,8.0,First ESA outer solar system mission; will orbit Ganymede; arrive Jupiter 2031,,,ENRICHED
JUICE,2023-04-14,2023.0,2020s,Europe_ESA,EUR,ESA,Ariane 5 ECA,Ariane,Kourou,Kourou,Other,Mars/Interplanetary,,Success,,,,,Jupiter Icy Moons Explorer,EUR-2023,International Space Agencies Database,CLEANED_COMPLETE
Euclid,2023-07-01,2023.0,2020s,Europe_ESA,Europe (ESA),ESA,Falcon 9,Falcon,Cape Canaveral,,Other,Other,2052.0,Success,Active,850.0,Liquid,6.0,Mapping dark matter and dark energy; surveying 1/3 of sky; studying cosmic acceleration,,,ENRICHED
EarthCARE,2024-05-28,2024.0,2020s,Europe_ESA,Europe (ESA),ESA,H-IIA,H-IIA,Tanegashima,,Earth Observation,SSO,2300.0,Success,Active,850.0,Liquid,3.0,Cloud and aerosol profiling; joint ESA-JAXA; climate and weather studies,,,ENRICHED
Biomass,2025-04-01,2025.0,2020s,Europe_ESA,Europe (ESA),ESA,Vega-C,Vega-C,Kourou,,Earth Observation,SSO,1200.0,Success,Active,175.0,Solid,8.0,Earth Explorer 7; P-band SAR to measure forest biomass and carbon storage,,,ENRICHED
Sentinel 1D,2025-11-01,2025.0,2020s,Europe_ESA,Europe (ESA),ESA,Vega-C/Ariane 6,Vega-C/Ariane,Kourou,,Earth Observation,SSO,,Success,Active,17.5,Solid,8.0,Fourth Sentinel-1 SAR satellite; completing constellation for all-weather coverage,,,ENRICHED
Ariel,2029 (planned),2029.0,2020s,Europe_ESA,Europe (ESA),ESA,Ariane 6,Ariane,Kourou,,Other,Other,,Active/Planned,Other,175.0,Solid,7.0,Will characterize atmospheres of 1000 exoplanets; atmospheric chemical inventory,,,ENRICHED
Cluster (4 satellites),7/16 & 8/9/2000,,,Europe_ESA,Europe (ESA),ESA,Soyuz/Starsem,Soyuz/Starsem,Baikonur,,Science/Astrophysics,HEO/Elliptical,,Success,Decommissioned,,Liquid,25.0,First spacecraft to fly in precise 3D formation; studied Earth's magnetic environment,,,ENRICHED
