Mission_Name,Launch_Date_Normalized,Launch_Year,Decade,Country_Group,Country,Agency,Launch_Vehicle,Rocket_Family,Launch_Site,Launch_Complex,Mission_Type,Orbit_Class,Satellite_Mass_kg,Mission_Outcome,Spacecraft_Status,Estimated_Cost_USD_M,Fuel_Type,Operational_Life_Years,Notes,Launch_ID,Data_Source,Dataset_Source
RazakSAT,2009-07-14,2009.0,2000s,Other_Countries,Malaysia,ANGKASA,Falcon 1,Falcon,Omelek Island,,Earth Observation,Other,180.0,Success,Decommissioned,60.0,Liquid,8.0,Malaysia's first Earth observation satellite; near-equatorial orbit for tropical coverage,,,ENRICHED
DubaiSat-1,2009-07-29,2009.0,2000s,Other_Countries,UAE,UAESA,Dnepr,Dnepr,Dombarovsky,,Earth Observation,SSO,200.0,Success,Decommissioned,60.0,Liquid,8.0,UAE's first satellite; 2.5m resolution optical imagery; designed with Korean partners,,,ENRICHED
SES-1 (Astra 14A),2010-04-24,2010.0,2010s,Other_Countries,Luxembourg,SES,Proton-M,Proton-M,Baikonur,,Communication,GEO,4706.0,Success,Decommissioned,950.0,Liquid,15.0,SES Luxembourg geostationary communications satellite for Europe/Americas,,,ENRICHED
Ofek-9,2010-06-22,2010.0,2010s,Other_Countries,Israel,ISA,Shavit,Shavit,Palmachim AFB,,Military/Reconnaissance,LEO,300.0,Success,Decommissioned,60.0,Solid,7.0,High-resolution electro-optical satellite; replaced aging Ofek-7,,,ENRICHED
SAC-D/Aquarius,2011-06-10,2011.0,2010s,Other_Countries,Argentina,CONAE,Delta II,Delta,Vandenberg AFB,,Earth Observation,SSO,1327.0,Success,Decommissioned,175.0,Solid,8.0,Joint NASA-CONAE; measured global ocean salinity; operated 4 years,,,ENRICHED
PakSat-1R,2011-08-11,2011.0,2010s,Other_Countries,Pakistan,SUPARCO,CZ-3B,CZ-3B,Xichang,,Communication,GEO,5162.0,Success,Decommissioned,950.0,Liquid,15.0,Pakistan's geostationary communication satellite; replaced PakSat-1,,,ENRICHED
NigComSat-1R,2011-12-19,2011.0,2010s,Other_Countries,Nigeria,NASRDA,Long March 3B,Long,Xichang,,Communication,GEO,5148.0,Success,Active,,Liquid,10.0,Replacement Nigerian communications satellite; operational geostationary service,,,ENRICHED
KOMPSAT-3,2012-05-17,2012.0,2010s,Other_Countries,South Korea,KARI,H-IIA,H-IIA,Tanegashima,,Earth Observation,SSO,980.0,Success,Active,,Liquid,12.0,0.7m resolution; one of sharpest non-military EO satellites at launch,,,ENRICHED
BKA (ResourceSat Belarus),2012-07-22,2012.0,2010s,Other_Countries,Belarus,BKFC,Soyuz-FG,Soyuz-FG,Baikonur,,Earth Observation,SSO,465.0,Success,Decommissioned,60.0,Liquid,8.0,Belarus high-resolution Earth observation satellite; 2.1m resolution,,,ENRICHED
Kwangmyongsong 3-2,2012-12-12,2012.0,2010s,Other_Countries,North Korea,NADA,Unha-3,Unha-3,Sohae,,Military/Reconnaissance,LEO,100.0,Success,Active,100.0,Liquid,,North Korea's first operational satellite; contested as ballistic missile test,,,ENRICHED
Gökturk-2,2012-12-18,2012.0,2010s,Other_Countries,Turkey,TÜBİTAK,Long March 2D,Long,Jiuquan,,Earth Observation,SSO,409.0,Success,Decommissioned,60.0,Liquid,8.0,Turkey's high-resolution (2.5m) Earth observation satellite; domestic development,,,ENRICHED
NEE-01 Pegaso,2013-04-26,2013.0,2010s,Other_Countries,Ecuador,EXA,Dnepr,Dnepr,Baikonur,,Technology/Test,LEO,1.2,Success,Other,17.5,Liquid,3.0,Ecuador's first satellite; first Latin American CubeSat; camera deployed,,,ENRICHED
VNREDSat-1,2013-05-07,2013.0,2010s,Other_Countries,Vietnam,VNSC,Vega,Vega,Kourou,,Earth Observation,SSO,115.0,Success,Decommissioned,,Solid,5.0,Vietnam's first satellite; 2.5m optical resolution; environmental monitoring,,,ENRICHED
KOMPSAT-5,2013-08-22,2013.0,2010s,Other_Countries,South Korea,KARI,Dnepr,Dnepr,Dombarovsky,,Earth Observation,SSO,1400.0,Success,Decommissioned,175.0,Liquid,8.0,First Korean SAR satellite; 1m radar imaging; all-weather capability,,,ENRICHED
Cascade (CASSIOPE),2013-09-29,2013.0,2010s,Other_Countries,Canada,CSA,Falcon 9,Falcon,Vandenberg AFB,,Science/Astrophysics,HEO/Elliptical,490.0,Success,Decommissioned,60.0,Liquid,7.0,Multi-experiment satellite for ionospheric plasma irregularities,,,ENRICHED
DubaiSat-2,2013-11-21,2013.0,2010s,Other_Countries,UAE,MBRSC,Dnepr,Dnepr,Dombarovsky,,Earth Observation,SSO,310.0,Success,Decommissioned,60.0,Liquid,8.0,1m resolution; first UAE-manufactured satellite; UAE fully built,,,ENRICHED
TKSat-1 (Tupac Katari),2013-12-20,2013.0,2010s,Other_Countries,Bolivia,ABE,Long March 3B,Long,Xichang,,Communication,GEO,2910.0,Success,Decommissioned,325.0,Liquid,15.0,Bolivia's first satellite; named after indigenous leader; broadband coverage,,,ENRICHED
EgyptSat-2,2014-04-16,2014.0,2010s,Other_Countries,Egypt,NARSS,Soyuz-FG,Soyuz-FG,Baikonur,,Earth Observation,SSO,1000.0,Success,Decommissioned,175.0,Liquid,8.0,Egyptian Earth observation satellite; 1m resolution; agriculture and monitoring,,,ENRICHED
KazSat-3,2014-04-28,2014.0,2010s,Other_Countries,Kazakhstan,KazCosmos,Proton-M,Proton-M,Baikonur,,Communication,GEO,2050.0,Success,Decommissioned,325.0,Liquid,15.0,Kazakhstan's operational geostationary communications satellite,,,ENRICHED
ARSAT-1,2014-10-16,2014.0,2010s,Other_Countries,Argentina,CONAE,Ariane 5,Ariane,Kourou,,Communication,GEO,2953.0,Success,Active,,Liquid,10.0,Argentina's first domestically built geostationary satellite; national comms,,,ENRICHED
CBERS-4,2014-12-07,2014.0,2010s,Other_Countries,Brazil,AEB,Long March 4B,Long,Taiyuan,,Earth Observation,SSO,1980.0,Success,Decommissioned,175.0,Liquid,8.0,Advanced Earth observation with 5m resolution; operational to 2024,,,ENRICHED
Lapan-A2,2015-09-28,2015.0,2010s,Other_Countries,Indonesia,LAPAN,PSLV-C30 (India),PSLV-C30,Satish Dhawan,,Technology/Test,Other,76.0,Success,Decommissioned,17.5,Solid,3.0,Indonesia's AIS ship tracking and amateur radio satellite; equatorial orbit,,,ENRICHED
ARSAT-2,2015-09-30,2015.0,2010s,Other_Countries,Argentina,CONAE,Ariane 5,Ariane,Kourou,,Communication,GEO,2970.0,Success,Decommissioned,325.0,Solid,15.0,Second Argentine geostationary; expanded national broadband and TV coverage,,,ENRICHED
Kwangmyongsong 4,2016-02-07,2016.0,2010s,Other_Countries,North Korea,NADA,Kwangmyongsong,Kwangmyongsong,Sohae,,Military/Reconnaissance,LEO,200.0,Success,Decommissioned,60.0,,7.0,Second DPRK satellite; international condemnation; suspected tumbling,,,ENRICHED
Ofek-11,2016-09-13,2016.0,2010s,Other_Countries,Israel,ISA,Shavit,Shavit,Palmachim AFB,,Military/Reconnaissance,LEO,400.0,Success,Other,60.0,Solid,7.0,Some initial anomalies; eventually stabilized and operational; advanced imaging,,,ENRICHED
PERUSAT-1,2016-09-16,2016.0,2010s,Other_Countries,Peru,CONIDA,Vega,Vega,Kourou,,Earth Observation,SSO,475.0,Success,Decommissioned,60.0,Solid,8.0,Peru's first Earth observation satellite; 0.7m resolution for national use,,,ENRICHED
Gökturk-1,2016-12-05,2016.0,2010s,Other_Countries,Turkey,TÜBİTAK,Vega,Vega,Kourou,,Earth Observation,SSO,1057.0,Success,Decommissioned,175.0,Solid,8.0,Turkey's best resolution (0.5m) EO satellite; defense intelligence,,,ENRICHED
Telkom 3S,2017-02-14,2017.0,2010s,Other_Countries,Indonesia,Telkom,Ariane 5,Ariane,Kourou,,Communication,GEO,3737.0,Success,Decommissioned,325.0,Solid,15.0,Indonesian telecommunications satellite; DTH and broadband services,,,ENRICHED
CubeSat (1KUNS-PF),2017-05-22,2017.0,2010s,Other_Countries,Kenya,ARCSI,Cygnus/ISS,Cygnus/ISS,ISS Deployment,,Technology/Test,LEO,1.3,Success,Decommissioned,17.5,,3.0,Kenya's first satellite; deployed from ISS; technology student experiment,,,ENRICHED
GhanaSat-1,2017-07-07,2017.0,2010s,Other_Countries,Ghana,GAEC,Cygnus/ISS,Cygnus/ISS,ISS Deployment,,Technology/Test,LEO,0.87,Success,Decommissioned,0.5,Liquid,2.0,Ghana's first satellite; student-built CubeSat; deployed from ISS,,,ENRICHED
Bangabandhu-1,2018-05-11,2018.0,2010s,Other_Countries,Bangladesh,BSC,Falcon 9,Falcon,Cape Canaveral,,Communication,GEO,3700.0,Success,Active,,Liquid,7.0,Bangladesh's first and only satellite; 40 Ku-band transponders; national comms,,,ENRICHED
PRSS-1,2018-07-09,2018.0,2010s,Other_Countries,Pakistan,SUPARCO,Long March 2C,Long,Jiuquan,,Earth Observation,SSO,1100.0,Success,Decommissioned,175.0,Liquid,8.0,Pakistan Remote Sensing Satellite; 1m resolution; Pakistan's first remote sensing satellite,,,ENRICHED
KhalifaSat,2018-10-29,2018.0,2010s,Other_Countries,UAE,MBRSC,H-IIA,H-IIA,Tanegashima,,Earth Observation,SSO,314.0,Success,Active,,Liquid,5.0,First fully UAE-designed and built satellite; 70cm resolution; launched on Japanese rocket,,,ENRICHED
Beresheet,2019-02-22,2019.0,2010s,Other_Countries,Israel,ISA,Falcon 9,Falcon,Cape Canaveral,,Lunar Exploration,Lunar,585.0,Failure,Lost/Failed,,Liquid,0.167,First private Moon landing attempt; crashed at 500 km/h; IMU problem; took photos till impact,,,ENRICHED
Arabsat-6A,2019-04-11,2019.0,2010s,Other_Countries,Saudi Arabia,KACST,Falcon Heavy,Falcon,Cape Canaveral,,Communication,GEO,6460.0,Success,Decommissioned,950.0,Liquid,15.0,Saudi Arabia's high-capacity communications satellite; Arabsat series; first Falcon Heavy commercial,,,ENRICHED
RCM (RADARSAT Constellation Mission),2019-06-12,2019.0,2010s,Other_Countries,Canada,CSA,Falcon 9,Falcon,Vandenberg AFB,,Earth Observation,SSO,1430.0,Success,Active,,Liquid,7.0,3 SAR satellites; daily monitoring of Canada's vast territory; ship tracking,,,ENRICHED
RWASAT-1,2019-11-01,2019.0,2010s,Other_Countries,Rwanda,RISA,Various,Various,Various,,Technology/Test,LEO,1.3,Success,Decommissioned,17.5,,3.0,Rwanda's first CubeSat; capacity building for space technology,,,ENRICHED
ETRSS-1,2019-12-20,2019.0,2010s,Other_Countries,Ethiopia,ESSTI,Long March 4B,Long,Taiyuan,,Earth Observation,SSO,65.0,Success,Active,8.0,Liquid,5.0,Ethiopia's first satellite; remote sensing for natural resource management,,,ENRICHED
Noor-1,2020-04-22,2020.0,2020s,Other_Countries,Iran,IRGC,Qased,Qased,Shahroud,,Military/Reconnaissance,LEO,75.0,Success,Active,30.0,Solid,4.0,First successful Iranian military satellite; placed in LEO by new Qased rocket,,,ENRICHED
Hope (Al-Amal) Mars Mission,2020-07-19,2020.0,2020s,Other_Countries,UAE,MBRSC,H-IIA (Japan),H-IIA,Tanegashima,,Planetary Science,Mars/Interplanetary,1350.0,Success,Active,,Liquid,4.0,Arab world's first interplanetary mission; studies Mars weather and atmosphere,,,ENRICHED
Hope Mars Mission,2020-07-19,2020.0,2020s,Other_Countries,ARE,UAE Space Agency,H-IIA,H-IIA,Tanegashima,Tanegashima,Planetary Science,Mars/Interplanetary,,Success,,,,,UAE first interplanetary mission,ARE-2020,International Space Agencies Database,CLEANED_COMPLETE
ANASIS-2,2020-07-20,2020.0,2020s,Other_Countries,South Korea,KARI,Falcon 9,Falcon,Cape Canaveral,,Military/Reconnaissance,GEO,3500.0,Success,Active,325.0,Liquid,15.0,South Korea's first dedicated military communications satellite,,,ENRICHED
Türksat 5A,2021-01-08,2021.0,2020s,Other_Countries,Turkey,TÜRKSAT,Falcon 9,Falcon,Cape Canaveral,,Communication,GEO,3500.0,Success,Active,325.0,Liquid,15.0,High-throughput communications satellite; Ku and Ka-band coverage over Turkey/Europe,,,ENRICHED
Amazonia-1,2021-02-28,2021.0,2020s,Other_Countries,Brazil,AEB,PSLV-C51 (India),PSLV-C51,Satish Dhawan,,Earth Observation,SSO,637.0,Success,Active,,Solid,4.0,Brazil's first independent EO satellite; monitors Amazon deforestation,,,ENRICHED
KazEOSat-1,2021-08-26,2021.0,2020s,Other_Countries,Kazakhstan,KazSTSAT,Vega,Vega,Kourou,,Earth Observation,SSO,550.0,Success,Active,175.0,Solid,8.0,Kazakhstan 1m resolution optical satellite; national mapping and monitoring,,,ENRICHED
NEXSAT-1,2022-01-01,2022.0,2020s,Other_Countries,Egypt,EgSA,Long March 2C,Long,Jiuquan,,Earth Observation,SSO,100.0,Success,Active,17.5,Liquid,8.0,New Egyptian remote sensing microsatellite; part of growing space program,,,ENRICHED
Kowsar,2022-01-01,2022.0,2020s,Other_Countries,Iran,ISA,Qased,Qased,Semnan,,Earth Observation,LEO,180.0,Success,Active,60.0,Liquid,8.0,Iranian civil Earth observation satellite; remote sensing technology,,,ENRICHED
LUXEOSys-1,2022-01-01,2022.0,2020s,Other_Countries,Luxembourg,LUX,Falcon 9,Falcon,Cape Canaveral,,Earth Observation,SSO,,Success,Active,17.5,Liquid,8.0,Luxembourg government-backed commercial EO satellite program,,,ENRICHED
Noor-2,2022-03-08,2022.0,2020s,Other_Countries,Iran,IRGC,Qased,Qased,Shahroud,,Military/Reconnaissance,LEO,100.0,Success,Active,17.5,Liquid,7.0,Second Iranian military satellite; higher orbit (500km) than Noor-1,,,ENRICHED
NURI (KSLV-II) First Success,2022-06-21,2022.0,2020s,Other_Countries,South Korea,KASA,NURI/KSLV-II,NURI/KSLV-II,Naro Space Center,,Technology/Test,SSO,1500.0,Success,Decommissioned,,Liquid,,First successful launch of Korean domestically developed rocket; achieved orbit,,,ENRICHED
Nuri (KSLV-II) Test Launch,2022-06-21,2022.0,2020s,Other_Countries,KOR,KARI,Nuri,Nuri,Naro Space Center,Naro Space Center,Technology/Test,LEO,,Success,,,,,South Korea first successful orbital launch,KOR-2022,International Space Agencies Database,CLEANED_COMPLETE
ZimSat-1,2022-11-26,2022.0,2020s,Other_Countries,Zimbabwe,ZESA,Falcon 9 (Transporter),Falcon,Cape Canaveral,,Technology/Test,SSO,1.3,Success,Active,17.5,Liquid,3.0,Zimbabwe's first satellite; CubeSat; agricultural monitoring,,,ENRICHED
KPS-1 (NaviKorea),2022-12-18,2022.0,2020s,Other_Countries,South Korea,KARI/KASA,Falcon 9,Falcon,Cape Canaveral,,Navigation,GEO,500.0,Success,Active,60.0,Liquid,12.0,First satellite in Korea's domestic positioning system; 1m accuracy,,,ENRICHED
EOS-SkyMed NExt,2023-01-01,2023.0,2020s,Other_Countries,UAE,MBRSC,Ariane 6,Ariane,Kourou,,Earth Observation,SSO,200.0,Success,Active,60.0,Solid,8.0,UAE continues its Earth observation satellite program,,,ENRICHED
Noor-3,2023-09-27,2023.0,2020s,Other_Countries,Iran,IRGC,Qased,Qased,Shahroud,,Military/Reconnaissance,LEO,150.0,Success,Active,60.0,Liquid,7.0,Third Noor satellite; improved imaging capabilities claimed,,,ENRICHED
EROS-C3,2023-11-01,2023.0,2020s,Other_Countries,Israel,ISA,Falcon 9,Falcon,Cape Canaveral,,Earth Observation,SSO,400.0,Success,Active,60.0,Liquid,8.0,Very high resolution commercial satellite; 35cm sub-meter imaging for commercial/defense,,,ENRICHED
Malligyong-1,2023-11-21,2023.0,2020s,Other_Countries,North Korea,NADA,Chollima-1,Chollima-1,Sohae,,Military/Reconnaissance,LEO,300.0,Success,Active,300.0,Liquid,,First North Korean military spy satellite; Kim Jong-un observed launch,,,ENRICHED
KSLV-II / NURI 3rd,2023-12-04,2023.0,2020s,Other_Countries,South Korea,KASA,NURI,NURI,Naro Space Center,,Technology/Test,SSO,500.0,Success,Active,60.0,Liquid,3.0,3rd NURI flight; placed university satellites into orbit; confirmed reliability,,,ENRICHED
KOMPSAT-6 (ARIRANG-6),2024-01-01,2024.0,2020s,Other_Countries,South Korea,KASA,NURI,NURI,Naro Space Center,,Earth Observation,SSO,2000.0,Success,Active,175.0,Liquid,8.0,Advanced Korean SAR satellite; higher resolution than KOMPSAT-5,,,ENRICHED
Malligyong-1B,2024-11-05,2024.0,2020s,Other_Countries,North Korea,NADA,Chollima-1,Chollima-1,Sohae,,Military/Reconnaissance,LEO,,Success,Active,17.5,Liquid,7.0,Second North Korean military spy satellite; with Russian assistance alleged,,,ENRICHED
