Mission_Name,Launch_Date_Normalized,Launch_Year,Decade,Country_Group,Country,Agency,Launch_Vehicle,Rocket_Family,Launch_Site,Launch_Complex,Mission_Type,Orbit_Class,Satellite_Mass_kg,Mission_Outcome,Spacecraft_Status,Estimated_Cost_USD_M,Fuel_Type,Operational_Life_Years,Notes,Launch_ID,Data_Source,Dataset_Source
Vostok-L 8K72 | Luna-1,1959-01-02,1959.0,1950s,Russia_USSR,RUS,Soviet Space Program,Vostok-L 8K72,Vostok,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Lunar Exploration,Lunar,,Success,,,,,Luna 1 was the first spacecraft to reach the vicinity of the Earth's Moon. Intended to be an impactor it was launched as part of the Soviet Luna programme. Due to an incorrectly timed upper stage burn during launch it missed the Moon.,574ba4a9-76fb-4207-a587-dbc39fc1a6e4,Launch Library 2,CLEANED_COMPLETE
Vostok-L 8K72 | Luna-2a,1959-06-18,1959.0,1950s,Russia_USSR,RUS,Soviet Space Program,Vostok-L 8K72,Vostok,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Lunar Exploration,Lunar,,Failure,,,,,Luna E-1 number 5 was a Soviet spacecraft intended to impact the moon but was lost in a launch failure.,c5b416c9-5e12-42b1-85db-e3f807906166,Launch Library 2,CLEANED_COMPLETE
Luna 2,1959-09-12,1959.0,1950s,Russia_USSR,Russia/USSR,OKB-1 (USSR),Luna 8K72,Luna,Baikonur Cosmodrome,,Lunar Exploration,Lunar,390.0,Success,Decommissioned,15.0,Liquid,0.01,First spacecraft to impact the Moon,,,ENRICHED
Vostok-L 8K72 | Luna-2,1959-09-12,1959.0,1950s,Russia_USSR,RUS,Soviet Space Program,Vostok-L 8K72,Vostok,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Lunar Exploration,Lunar,,Success,,,,,Luna 2 successfully impacted the Moon's surface making it the first spacecraft to reach the surface of the Moon and the first human-made object to make contact with another celestial body.,af1b241a-f46e-4d11-a504-e03965d94c01,Launch Library 2,CLEANED_COMPLETE
Luna 3,1959-10-04,1959.0,1950s,Russia_USSR,Russia/USSR,OKB-1 (USSR),Luna 8K72,Luna,Baikonur Cosmodrome,,Lunar Exploration,Lunar,278.0,Success,Decommissioned,15.0,Liquid,0.1,First images of the Moon's far side,,,ENRICHED
Vostok-L 8K72 | Luna-3,1959-10-04,1959.0,1950s,Russia_USSR,RUS,Soviet Space Program,Vostok-L 8K72,Vostok,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Lunar Exploration,Lunar,,Success,,,,,Luna 3 was a Soviet spacecraft and was the first ever mission to photograph the far side of the moon.,3016d082-58d4-436e-aa6a-379865565edf,Launch Library 2,CLEANED_COMPLETE
Vostok-L 8K72 | Luna-4a,1960-04-15,1960.0,1960s,Russia_USSR,RUS,Soviet Space Program,Vostok-L 8K72,Vostok,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Lunar Exploration,Lunar,,Failure,,,,,"Luna 1960A was the second Soviet attempt to photograph the far side of the Moon. The first being the highly successful Luna 3 mission. Luna 1960A was designed to replicate the Luna 3 mission, but with higher resolution cameras and a closer approach to the Moon.",ab42847c-d783-4304-a773-b7e310b22d2b,Launch Library 2,CLEANED_COMPLETE
Vostok-L 8K72 | Luna-4b,1960-04-16,1960.0,1960s,Russia_USSR,RUS,Soviet Space Program,Vostok-L 8K72,Vostok,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Lunar Exploration,Lunar,,Failure,,,,,"Luna 1960B was the third Soviet attempt to photograph the far side of the Moon, the first being the highly successful Luna 3 mission and the second being the unsuccessful Luna 1960A. Luna 1960B was launched on April 16, 1960. It was designed to replicate the Luna 3 mission, but with higher resolution cameras and a closer approach to the Moon.",620237e7-82b2-44c9-affb-93744951d457,Launch Library 2,CLEANED_COMPLETE
Vostok 8K72 | Korabl'-Sputnik-1,1960-05-15,1960.0,1960s,Russia_USSR,RUS,Soviet Space Program,Vostok 8K72,Vostok,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Technology/Test,LEO,,Success,,,,,Korabl-Sputnik was the first test flight of the Vostok programme and the first Vostok spacecraft.,02b8bb48-37a1-4f43-9112-33d8e8589a75,Launch Library 2,CLEANED_COMPLETE
Vostok 8K72 | Korabl-Sputnik (2),1960-07-28,1960.0,1960s,Russia_USSR,RUS,Soviet Space Program,Vostok 8K72,Vostok,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Technology/Test,LEO,,Failure,,,,,A test of the Vostok capsule carrying a pair of dogs. Unfortunately this failed after a failure of the booster.,962f4ad2-81e0-43f9-8148-fb78f52cb0f5,Launch Library 2,CLEANED_COMPLETE
Vostok 8K72 | Korabl'-Sputnik-2,1960-08-19,1960.0,1960s,Russia_USSR,RUS,Soviet Space Program,Vostok 8K72,Vostok,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Technology/Test,LEO,,Success,,,,,A test of the Vostok capsule which carried dogs Belka and Stelka (amonst other animals) the flight was successful and all animals were recovered successfully.,5d75ee96-a897-499f-8f48-7d98d78fc01c,Launch Library 2,CLEANED_COMPLETE
Molniya 8K78 | Mars-1a,1960-10-10,1960.0,1960s,Russia_USSR,RUS,Soviet Space Program,Molniya 8K78,R-7,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Planetary Science,Mars/Interplanetary,,Failure,,,,,A Russian mars flyby probe intended to photograph Mars.  The second stage failed.,2b8ca24a-995a-49bd-a686-f937647fd47e,Launch Library 2,CLEANED_COMPLETE
Molniya 8K78 | Mars-1b,1960-10-14,1960.0,1960s,Russia_USSR,RUS,Soviet Space Program,Molniya 8K78,R-7,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Planetary Science,Mars/Interplanetary,,Failure,,,,,A Russian mars flyby probe intended to photograph Mars.  The third stage failed to ignite.,ba2e283c-6389-416a-9c88-541ded25c1dd,Launch Library 2,CLEANED_COMPLETE
Vostok 8K72 | Korabl'-Sputnik-3,1960-12-01,1960.0,1960s,Russia_USSR,RUS,Soviet Space Program,Vostok 8K72,Vostok,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Technology/Test,LEO,,Success,,,,,Another test of the Vostok capsule which had a successful flight into orbit but during re-entry the engine failed to cut off and burned to completion resulting in an incorrect entry trajectory. The vehicle was destroyed in order to ensure the vehicle didn't fall into enemy hands.,787e5a38-9f51-4543-a218-5d1e5690bb34,Launch Library 2,CLEANED_COMPLETE
Vostok | Korabl-Sputnik (4),1960-12-22,1960.0,1960s,Russia_USSR,RUS,Soviet Space Program,Vostok,R-7,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Technology/Test,LEO,,Failure,,,,,"Maiden flight of Vostok-K, second stage engine failure, spacecraft separated and recovered. Two dogs aboard, both survived.",8050ce4c-2d75-4c11-92e3-132f1db585c6,Launch Library 2,CLEANED_COMPLETE
Molniya 8K78 | Venera-1VA 1,1961-02-04,1961.0,1960s,Russia_USSR,RUS,Soviet Space Program,Molniya 8K78,R-7,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Unknown,Unknown,,Failure,,,,,No description,c167fb61-648b-4755-9e79-0f049fee985a,Launch Library 2,CLEANED_COMPLETE
Molniya 8K78 | Venera-1VA 2,1961-02-12,1961.0,1960s,Russia_USSR,RUS,Soviet Space Program,Molniya 8K78,R-7,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Unknown,Unknown,,Success,,,,,No description,81b1848c-f813-4d2a-b318-38b94ac481a0,Launch Library 2,CLEANED_COMPLETE
Vostok-K | Sputnik 9,1961-03-09,1961.0,1960s,Russia_USSR,RUS,Soviet Space Program,Vostok,R-7,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Unknown,Unknown,,Success,,,,,No description,7e00f7c3-7648-450a-a69b-6bc94e317d04,Launch Library 2,CLEANED_COMPLETE
Vostok-K | Sputnik 10,1961-03-25,1961.0,1960s,Russia_USSR,RUS,Soviet Space Program,Vostok,R-7,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Unknown,Unknown,,Success,,,,,No description,cf87eb87-1235-4c25-99d7-2896cc8e1dbf,Launch Library 2,CLEANED_COMPLETE
Vostok 1,1961-04-12,1961.0,1960s,Russia_USSR,Russia/USSR,OKB-1 (USSR),Vostok-K,Vostok-K,Baikonur Cosmodrome,,Human Spaceflight,LEO,4730.0,Success,Other,25.0,Liquid,0.01,Yuri Gagarin - first human in space; 108-minute flight,,,ENRICHED
Vostok-K | Vostok 1,1961-04-12,1961.0,1960s,Russia_USSR,RUS,Soviet Space Program,Vostok,R-7,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Human Spaceflight,LEO,,Success,,,,,"The first crewed space launch & the first orbital launch. It carried the Soviet cosmonaut Yuri Gagarin who completed 1 orbit before safely re-entering the atmosphere, he ejected from his capsule at an altitude of 7 km in order to parachute safely to the ground. The mission lasted 108 minutes.",6abb4584-1ae8-4280-ab94-eec203164091,Launch Library 2,CLEANED_COMPLETE
Vostok 2,1961-08-06,1961.0,1960s,Russia_USSR,Russia/USSR,OKB-1 (USSR),Vostok-K,Vostok-K,Baikonur Cosmodrome,,Human Spaceflight,LEO,4731.0,Success,Other,25.0,Liquid,0.01,Gherman Titov; first full-day spaceflight (25 hours),,,ENRICHED
Vostok-K | Vostok 2,1961-08-06,1961.0,1960s,Russia_USSR,RUS,Soviet Space Program,Vostok,R-7,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Human Spaceflight,LEO,,Success,,,,,"The second crewed space launch carrying the Soviet cosmonaut Gherman Titov to orbit. The mission lasted 25 hours and 18 minutes and completed 17.5 orbits. He remains the youngest person to reach space, being a month short of 26 at the time of the launch.",1bf16c97-1401-4948-b805-3bab2c77fdbc,Launch Library 2,CLEANED_COMPLETE
Kosmos-2I 63S1 | Kosmos-2I | DS-1-1,1961-10-27,1961.0,1960s,Russia_USSR,RUS,Soviet Strategic Rocket Forces,Kosmos-2I 63S1,Kosmos,"Kapustin Yar, Russian Federation",Mayak-2,Unknown,Unknown,,Failure,,,,,No description,7cea9893-9b33-4f69-872a-b4f83cd5284f,Launch Library 2,CLEANED_COMPLETE
Vostok-K | Zenit-2 1,1961-12-11,1961.0,1960s,Russia_USSR,RUS,Soviet Space Program,Vostok,R-7,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Military/Reconnaissance,LEO,,Failure,,,,,Zenit-2 film-return and ELINT reconnaissance satellite.,812ba1f4-909f-48a5-b57f-93fda2f709e4,Launch Library 2,CLEANED_COMPLETE
Kosmos-2I 63S1 | DS-1 2,1961-12-21,1961.0,1960s,Russia_USSR,RUS,Soviet Strategic Rocket Forces,Kosmos-2I 63S1,Kosmos,"Kapustin Yar, Russian Federation",Mayak-2,Unknown,Unknown,,Failure,,,,,No description,84a7f81c-2b95-4809-ba4b-dba4d178fd36,Launch Library 2,CLEANED_COMPLETE
Kosmos-2I 63S1 | DS-2 1,1962-03-16,1962.0,1960s,Russia_USSR,RUS,Soviet Space Program,Kosmos-2I 63S1,Kosmos,"Kapustin Yar, Russian Federation",Mayak-2,Technology/Test,LEO,,Success,,,,,"First DS-2 satellite. It re-entered the atmosphere on May 25, 1962.",851d10cc-e44c-48d2-83e3-5e9103d7d389,Launch Library 2,CLEANED_COMPLETE
Kosmos-2I 63S1 | 1MS 1,1962-04-06,1962.0,1960s,Russia_USSR,RUS,Soviet Space Program,Kosmos-2I 63S1,Kosmos,"Kapustin Yar, Russian Federation",Mayak-2,Science/Astrophysics,HEO/Elliptical,,Success,,,,,"Cosmos 2 was the first 1MS satellite. It re-entered the atmosphere on August 19, 1963.",bb28d685-2d4d-45b4-b614-b23ee2a777b7,Launch Library 2,CLEANED_COMPLETE
Kosmos-2I 63S1 | Sputnik 13,1962-04-24,1962.0,1960s,Russia_USSR,RUS,Soviet Space Program,Kosmos-2I 63S1,Kosmos,"Kapustin Yar, Russian Federation",Mayak-2,Science/Astrophysics,HEO/Elliptical,,Success,,,,,"Cosmos 3 was the first 2MS satellite deployed by the OKB-1. It operated until August 20, 1962 and re-entered the atmosphere on October 17, 1963 .",1e0c9df8-297b-4d82-974a-ea47ded5f860,Launch Library 2,CLEANED_COMPLETE
Vostok | Zenit-2 2,1962-04-26,1962.0,1960s,Russia_USSR,RUS,Soviet Space Program,Vostok,R-7,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Military/Reconnaissance,LEO,,Success,,,,,Zenit-2 film-return and ELINT reconnaissance satellite.,f6e14f90-a5dc-472e-acf6-4aac471ffb6b,Launch Library 2,CLEANED_COMPLETE
Kosmos-2I 63S1 | Sputnik 15,1962-05-28,1962.0,1960s,Russia_USSR,RUS,Soviet Space Program,Kosmos-2I 63S1,Kosmos,"Kapustin Yar, Russian Federation",Mayak-2,Science/Astrophysics,HEO/Elliptical,,Success,,,,,"This was the second 2MS satellite. It re-entered the atmosphere on May 2, 1963.",6e56add2-2ca3-48f8-ae68-5066c937ab7f,Launch Library 2,CLEANED_COMPLETE
Vostok 8A92 | Zenit-2 3,1962-06-01,1962.0,1960s,Russia_USSR,RUS,Soviet Space Program,Vostok 8A92,Vostok,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Military/Reconnaissance,LEO,,Failure,,,,,Zenit-2 film-return and ELINT reconnaissance satellite.,d1542267-4c09-45d9-a829-685b9d019058,Launch Library 2,CLEANED_COMPLETE
Kosmos-2I 63S1 | DS-P1 1,1962-06-30,1962.0,1960s,Russia_USSR,RUS,Soviet Space Program,Kosmos-2I 63S1,Kosmos,"Kapustin Yar, Russian Federation",Mayak-2,Technology/Test,LEO,,Success,,,,,The DS-P1 series of satellites was used to calibrate space surveillance and early warning radars.,7d19d773-07a4-4f08-a8ac-da471a63e2af,Launch Library 2,CLEANED_COMPLETE
Vostok 8A92 | Zenit-2 4,1962-07-28,1962.0,1960s,Russia_USSR,RUS,Soviet Space Program,Vostok 8A92,Vostok,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Military/Reconnaissance,LEO,,Success,,,,,Zenit-2 film-return and ELINT reconnaissance satellite.,42cd0632-1bbb-4e2f-88b2-47802d64e2b2,Launch Library 2,CLEANED_COMPLETE
Vostok-K | Vostok 3,1962-08-11,1962.0,1960s,Russia_USSR,RUS,Soviet Space Program,Vostok,R-7,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Human Spaceflight,LEO,,Success,,,,,Vostok 3's mission goal was to test human body's ability to function in weightlessness and to test the Vostok 3KA spacecraft for longer flights. They also tested craft-to-craft communications by launching Vostok 4 a day after Vostok 3. Their trajectories brought them approximately 6.5 km from each other and cosmonauts were able to communicate via radio. This also marked the first time more than one crewed craft was orbiting earth at the same time. The spacecraft carried cosmonaut Andriyan Nikola,1901ff20-e1d1-45bd-bfc2-8e6cbf46bed9,Launch Library 2,CLEANED_COMPLETE
Vostok-K | Vostok 4,1962-08-12,1962.0,1960s,Russia_USSR,RUS,Soviet Space Program,Vostok,R-7,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Human Spaceflight,LEO,,Success,,,,,"Vostok 4 was launched a day after Vostok 3 and it carried cosmonaut Pavel Popovich to orbit. While the mission is considered a success it had several issues, a malfunction in the life-support systems caused the cabin temp drop to 10C but Popovich continued the mission, the big issue came when he mentioned seeing thunderstorms. He saw actual thunderstorms in the Gulf of Mexico but mission control thought Popovich had said a codeword for early mission ending and the mission was cut a day short. He",6aeaf6ed-3b42-4e17-844d-dc61ebcc77e8,Launch Library 2,CLEANED_COMPLETE
Kosmos-2I 63S1 | Sputnik 18,1962-08-18,1962.0,1960s,Russia_USSR,RUS,Soviet Space Program,Kosmos-2I 63S1,Kosmos,"Kapustin Yar, Russian Federation",Mayak-2,Earth Observation,LEO,,Success,,,,,"Cosmos 8 is a DS-K8 demonstration satellite. It re-entered the atmosphere on August 17, 1963.",a3c3e5c6-5a64-4ed4-952c-0aac0b9764f8,Launch Library 2,CLEANED_COMPLETE
Molniya 8K78 | Venera 2a,1962-08-25,1962.0,1960s,Russia_USSR,RUS,Soviet Space Program,Molniya 8K78,R-7,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Other,Heliocentric,,Failure,,,,,The payload for this mission was a 2MV probe designed to land on Venus.,8bceefa3-0158-4cf6-9256-603b972f0899,Launch Library 2,CLEANED_COMPLETE
Molniya 8K78 | Venera 2b,1962-09-01,1962.0,1960s,Russia_USSR,RUS,Soviet Space Program,Molniya 8K78,R-7,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Other,Heliocentric,,Failure,,,,,The payload for this mission was a 2MV probe designed to land on Venus.,d72ee979-8cbd-4663-9b39-85e51c4983ea,Launch Library 2,CLEANED_COMPLETE
Molniya 8K78 | Venera 2c,1962-09-12,1962.0,1960s,Russia_USSR,RUS,Soviet Space Program,Molniya 8K78,R-7,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Other,Mars/Interplanetary,,Failure,,,,,The payload for this mission was a 2MV probe designed to flyby Venus.,f7612657-5c7b-4ec4-954e-85aba5a18440,Launch Library 2,CLEANED_COMPLETE
Vostok 8A92 | Zenit-2 5,1962-09-27,1962.0,1960s,Russia_USSR,RUS,Soviet Space Program,Vostok 8A92,Vostok,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Military/Reconnaissance,LEO,,Success,,,,,Zenit-2 film-return and ELINT reconnaissance satellite.,ad83f0fc-7db2-41c2-949e-46d6d1f4f2c0,Launch Library 2,CLEANED_COMPLETE
Vostok 8A92 | Zenit-2 6,1962-10-17,1962.0,1960s,Russia_USSR,RUS,Soviet Space Program,Vostok 8A92,Vostok,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Military/Reconnaissance,LEO,,Success,,,,,Zenit-2 film-return and ELINT reconnaissance satellite.,d5bda8d3-7381-4add-9837-f076b939d1ee,Launch Library 2,CLEANED_COMPLETE
Kosmos-2I 63S1 | DS-A1 1,1962-10-20,1962.0,1960s,Russia_USSR,RUS,Soviet Space Program,Kosmos-2I 63S1,Kosmos,"Kapustin Yar, Russian Federation",Mayak-2,Communication,LEO,,Success,,,,,DS-A1 satellite designed to test techniques and equipment for communication and navigation systems.,ec147036-451e-4d15-bb9c-e775aa38d908,Launch Library 2,CLEANED_COMPLETE
Molniya 8K78 | Mars 1c,1962-10-24,1962.0,1960s,Russia_USSR,RUS,Soviet Space Program,Molniya 8K78,R-7,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Other,Mars/Interplanetary,,Failure,,,,,"Modified Venera-type spacecraft designed to flyby Mars at a distance of about 11,000 km.",14d16669-daa8-4129-87bc-6fb318e49736,Launch Library 2,CLEANED_COMPLETE
Kosmos-2I 63S1 | 1MS 2,1962-10-25,1962.0,1960s,Russia_USSR,RUS,Soviet Space Program,Kosmos-2I 63S1,Kosmos,"Kapustin Yar, Russian Federation",Mayak-2,Science/Astrophysics,HEO/Elliptical,,Failure,,,,,Second 1MS satellite,6fba6ed7-907a-45b7-822d-648557535860,Launch Library 2,CLEANED_COMPLETE
Molniya 8K78 | Mars 1,1962-11-01,1962.0,1960s,Russia_USSR,RUS,Soviet Space Program,Molniya 8K78,R-7,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Other,Mars/Interplanetary,,Success,,,,,"Modified Venera-type spacecraft designed to flyby Mars at a distance of about 11,000 km. Its closest approach with the planet was at a distance of approximately 193,000 km, probably due to a failure of its orientation system.",5dc0d4e5-ff38-450e-89b1-40abefa33d60,Launch Library 2,CLEANED_COMPLETE
Molniya 8K78 | Mars 2a,1962-11-04,1962.0,1960s,Russia_USSR,RUS,Soviet Space Program,Molniya 8K78,R-7,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Other,Heliocentric,,Failure,,,,,Mars lander mission which failed when the booster/spacecraft complex broke up during the burn to Mars trajectory.,f9c2aed4-25a2-41ce-b5c1-cb9bd4b1d2c3,Launch Library 2,CLEANED_COMPLETE
Vostok 8A92 | Zenit-2 7,1962-12-22,1962.0,1960s,Russia_USSR,RUS,Soviet Space Program,Vostok 8A92,Vostok,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Military/Reconnaissance,LEO,,Success,,,,,Zenit-2 film-return and ELINT reconnaissance satellite.,0e182d0e-541d-4cef-b2da-e573b61b860a,Launch Library 2,CLEANED_COMPLETE
Molniya 8K78 | Luna-4c,1963-01-04,1963.0,1960s,Russia_USSR,RUS,Soviet Space Program,Molniya 8K78,R-7,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Lunar Exploration,Lunar,,Failure,,,,,Ye-6 series probe designed to land on the Moon. Lost in LEO due to a launcher upper stage failure.,9c4d22b1-4914-4bce-85c6-cd793db75aff,Launch Library 2,CLEANED_COMPLETE
Molniya 8K78 | Luna-4d,1963-02-03,1963.0,1960s,Russia_USSR,RUS,Soviet Space Program,Molniya 8K78,R-7,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Lunar Exploration,Lunar,,Failure,,,,,Ye-6 series probe designed to land on the Moon. Lost when the launcher failed to reach orbit.,d3da5d57-57a6-49c7-ab15-ef4dd4d0cba6,Launch Library 2,CLEANED_COMPLETE
Vostok 8A92 | Zenit-2 8,1963-03-21,1963.0,1960s,Russia_USSR,RUS,Soviet Space Program,Vostok 8A92,Vostok,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Military/Reconnaissance,LEO,,Success,,,,,Zenit-2 film-return and ELINT reconnaissance satellite.,33477366-4197-4df0-903d-078fa86ff7ad,Launch Library 2,CLEANED_COMPLETE
Molniya 8K78 | Luna-4,1963-04-02,1963.0,1960s,Russia_USSR,RUS,Soviet Space Program,Molniya 8K78,R-7,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Lunar Exploration,Lunar,,Success,,,,,"Ye-6 series probe designed to land on the Moon. Failed a course correction maneuver and missed the Moon, remaining instead in Earth orbit.",6b6c9904-5758-460e-8d12-9a33beff708d,Launch Library 2,CLEANED_COMPLETE
Kosmos-2I 63S1 | DS-P1 2,1963-04-06,1963.0,1960s,Russia_USSR,RUS,Soviet Space Program,Kosmos-2I 63S1,Kosmos,"Kapustin Yar, Russian Federation",Mayak-2,Technology/Test,LEO,,Failure,,,,,The DS-P1 series of satellites was used to calibrate space surveillance and early warning radars.,d539dee0-5417-4363-866f-9f07ecc561ad,Launch Library 2,CLEANED_COMPLETE
Kosmos-2I 63S1 | Omega 1,1963-04-13,1963.0,1960s,Russia_USSR,RUS,Soviet Space Program,Kosmos-2I 63S1,Kosmos,"Kapustin Yar, Russian Federation",Mayak-2,Technology/Test,LEO,,Success,,,,,The Omega satellites were technology demonstrators to develop technologies for the Meteor-1 satellite program.,2a744a3b-f02f-4634-832b-25cba1376394,Launch Library 2,CLEANED_COMPLETE
Vostok 8A92 | Zenit-2 9,1963-04-22,1963.0,1960s,Russia_USSR,RUS,Soviet Space Program,Vostok 8A92,Vostok,"Baikonur Cosmodrome, Republic of Kazakhstan",5-Jan,Military/Reconnaissance,LEO,,Success,,,,,Zenit-2 film-return and ELINT reconnaissance satellite.,6b8fb8d2-e42d-4c44-8c33-5b9ca80d15f9,Launch Library 2,CLEANED_COMPLETE
